artista,tipo,título_canción,nombre_album,año,genre
Faye Webster,track,A Dream With a Baseball Player,I Know I'm Funny haha,2021,indie
late night drive home,track,Stress Relief,Am I sinking or Am I swimming?,2021,indie
beabadoobee,track,Cologne,Our Extended Play,2021,indie
KAYTRANADA,track,Intimidated (feat. H.E.R.),Intimidated,2021,indie
Rio Romeo,track,Butch 4 Butch,Butch 4 Butch,2021,indie
Ethel Cain,track,Crush,Inbred,2021,indie
La Roux,track,Bulletproof,Bulletproof,2021,indie
Mad Tsai,track,killer queen,killer queen,2021,indie
Men I Trust,track,Tree Among Shrubs,Untourable Album,2021,indie
RÜFÜS DU SOL,track,On My Knees,Surrender,2021,indie
Bo Burnham,track,Look Who’s Inside Again,INSIDE,2021,indie
The Marías,track,All I Really Want Is You,CINEMA,2021,indie
Remi Wolf,track,Photo ID (with Dominic Fike),We Love Dogs!,2021,indie
Big Red Machine,track,Renegade,How Long Do You Think It's Gonna Last?,2021,indie
Noah Kahan,track,Godlight,I Was / I Am,2021,indie
Dayglow,track,Close To You,Harmony House,2021,indie
mazie,track,dumb dumb,the rainbow cassette,2021,indie
Still Woozy,track,Window,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
girl in red,track,midnight love,if i could make it go quiet,2021,indie
Phoebe Bridgers,track,That Funny Feeling,That Funny Feeling,2021,indie
Hotel Ugly,track,Piggypink,Piggypink,2021,indie
Noah Kahan,track,Someone Like You (feat. Joy Oladokun),I Was / I Am,2021,indie
Remi Wolf,track,Sexy Villain,Juno,2021,indie
Japanese Breakfast,track,Be Sweet,Jubilee,2021,indie
The Marías,track,Hush - Still Woozy Remix,Hush (Still Woozy Remix),2021,indie
Twenty One Pilots,track,Shy Away,Scaled And Icy,2021,indie
Phil Wickham,track,House Of The Lord,Hymn Of Heaven,2021,indie
WILLOW,track,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,2021,indie
Hotel Ugly,track,The Ballad of Eddie Jabuley,The Ballad of Eddie Jabuley,2021,indie
Lake Street Dive,track,Hypotheticals,Obviously,2021,indie
mike.,track,life got crazy,the highs.,2021,indie
Twenty One Pilots,track,Mulberry Street,Scaled And Icy,2021,indie
WILLOW,track,t r a n s p a r e n t s o u l feat. Travis Barker,lately I feel EVERYTHING,2021,indie
Men I Trust,track,Sugar,Untourable Album,2021,indie
Goth Babe,track,Casita,Casita,2021,indie
Phil Wickham,track,Battle Belongs,Hymn Of Heaven,2021,indie
Cruza,track,Brewster,Dog Daze,2021,indie
Videoclub,track,Amour plastique,Euphories,2021,indie
Jordan Ward,track,Lil Baby Crush,Lil Baby Crush,2021,indie
Glass Animals,track,I Don't Wanna Talk (I Just Wanna Dance),Dreamland (+ Bonus Levels),2021,indie
LEISURE,track,Slipping Away,Sunsetter,2021,indie
Hot Freaks,track,Puppy Princess,Puppy Princess,2021,indie
Bathe,track,Schönefeld,Bicoastal,2021,indie
Wilderado,track,Surefire,Wilderado,2021,indie
Lord Huron,track,I Lied (with Allison Ponthier),Long Lost,2021,indie
Noah Kahan,track,Caves,I Was / I Am,2021,indie
Novo Amor,track,Haven (from Life Is Strange),Haven (from Life Is Strange),2021,indie
Goth Babe,track,I Wanna Help Your Mind,I Wanna Help Your Mind,2021,indie
Planet Giza,track,LIMB,Don't Throw Rocks At The Moon,2021,indie
Goth Babe,track,Canary Islands,Canary Islands,2021,indie
Noah Kahan,track,Animal,I Was / I Am,2021,indie
AJR,track,Bummerland,OK ORCHESTRA,2021,indie
girl in red,track,Serotonin,if i could make it go quiet,2021,indie
girl in red,track,.,if i could make it go quiet,2021,indie
The Marías,track,Little by Little,CINEMA,2021,indie
Robohands,track,Ikigai,Shapes,2021,indie
Twenty One Pilots,track,The Outside,Scaled And Icy,2021,indie
The Paper Kites,track,For All You Give,Roses,2021,indie
Jungle,track,All Of The Time,Loving In Stereo,2021,indie
Lord Huron,track,Not Dead Yet,Long Lost,2021,indie
MARINA,track,Ancient Dreams in a Modern Land,Ancient Dreams In A Modern Land,2021,indie
Jungle,track,Keep Moving,Loving In Stereo,2021,indie
Twenty One Pilots,track,Saturday,Scaled And Icy,2021,indie
Ginger Root,track,Loretta,Loretta,2021,indie
AJR,track,3 O'Clock Things,OK ORCHESTRA,2021,indie
Phil Wickham,track,Hymn Of Heaven,Hymn Of Heaven,2021,indie
Videoclub,track,Roi,Euphories,2021,indie
Bo Burnham,track,Goodbye,INSIDE,2021,indie
The Wombats,track,Greek Tragedy - Oliver Nelson TikTok Remix,Greek Tragedy (Oliver Nelson TikTok Remix),2021,indie
HAIM,track,Now I'm In It - Bonus Track,Women In Music Pt. III,2021,indie
girl in red,track,I'll Call You Mine,if i could make it go quiet,2021,indie
The Rare Occasions,track,Origami,Big Whoop,2021,indie
Conan Gray,track,Overdrive,Overdrive,2021,indie
Del Water Gap,track,Perfume,Del Water Gap,2021,indie
Faye Webster,track,Better Distractions,I Know I'm Funny haha,2021,indie
Derivakat,track,REVIVED,Records of the SMP,2021,indie
Tai Verdes,track,DRUGS,TV,2021,indie
Still Woozy,track,Get By,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
No Vacation,track,Waltzing Back,Waltzing Back,2021,indie
The Altons,track,Tangled Up in You,Tangled Up in You,2021,indie
Conan Gray,track,Astronomy,Astronomy,2021,indie
Sodikken,track,People Eater,People Eater,2021,indie
Ren,track,Chalk Outlines,Chalk Outlines,2021,indie
RÜFÜS DU SOL,track,Next to Me,Surrender,2021,indie
Del Water Gap,track,Better Than I Know Myself,Del Water Gap,2021,indie
Bo Burnham,track,Bezos I,INSIDE,2021,indie
Noah Kahan,track,Bad Luck,I Was / I Am,2021,indie
Twenty One Pilots,track,Redecorate,Scaled And Icy,2021,indie
Saint Motel,track,A Good Song Never Dies,The Original Motion Picture Soundtrack,2021,indie
Wallows,track,Quarterback,Quarterback,2021,indie
Twenty One Pilots,track,Choker,Scaled And Icy,2021,indie
PawPaw Rod,track,Lemonhaze,A PawPaw Rod EP,2021,indie
Måneskin,track,ZITTI E BUONI,Teatro d'ira - Vol. I,2021,indie
HAIM,track,Gasoline (feat. Taylor Swift),Women In Music Pt. III,2021,indie
girl in red,track,You Stupid Bitch,if i could make it go quiet,2021,indie
MercyMe,track,Almost Home,inhale (exhale),2021,indie
HUMBE,track,AMOR DE CINE,AURORA,2021,indie
Royal & the Serpent,track,overwhelmed - Chri$tian Gate$ remix,overwhelmed (the remixes),2021,indie
Still Woozy,track,That's Life,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Madds Buckley,track,The Red Means I Love You,The Red Means I Love You,2021,indie
Lostboycrow,track,Strawberry Sunscreen,Valleyheart,2021,indie
Men I Trust,track,Serenade of Water,Untourable Album,2021,indie
Joe P,track,Off My Mind,Emily Can't Sing,2021,indie
Bryce Vine,track,Miss You a Little (feat. lovelytheband),Miss You a Little (feat. lovelytheband),2021,indie
young friend,track,PINCH ME,PINCH ME,2021,indie
The Oozes,track,Bitchboy,Bitchboy,2021,indie
The Marías,track,Spin Me Around,CINEMA,2021,indie
Planet Giza,track,Start Over,Don't Throw Rocks At The Moon,2021,indie
Woodlock,track,Settle Down - Acoustic,Settle Down (Acoustic),2021,indie
Sarah Kinsley,track,The King,The King,2021,indie
Hiatus Kaiyote,track,Red Room,Mood Valiant,2021,indie
LEISURE,track,Lonely Nights,Sunsetter,2021,indie
Clairo,track,Bambi,Sling,2021,indie
Tai Verdes,track,AOK,AOK,2021,indie
Tai Verdes,track,Stuck In The Middle,TV,2021,indie
Sodikken,track,Hansel,Hansel & Gretel,2021,indie
Lykke Li,track,I Follow Rivers - The Magician Remix,Wounded Rhymes (Anniversary Edition),2021,indie
Claire Rosinkranz,track,don't miss me,don’t miss me,2021,indie
Friday Pilots Club,track,For The Wicked,For The Wicked,2021,indie
for KING & COUNTRY,track,TOGETHER,Burn The Ships (Deluxe Edition: Remixes & Collaborations),2021,indie
Ocie Elliott,track,Like a River,Like a River,2021,indie
Conan Gray,track,People Watching,People Watching,2021,indie
Japanese Breakfast,track,"Kokomo, IN",Jubilee,2021,indie
Jordana,track,Sweet to Dream,Summer's Over,2021,indie
Jhariah,track,Flight of the Crows,A BEGINNER'S GUIDE TO FAKING YOUR DEATH,2021,indie
chloe moriondo,track,I Want To Be With You,Blood Bunny,2021,indie
Bo Burnham,track,All Eyes On Me,INSIDE,2021,indie
Daisy the Great,track,Record Player (with AJR),Record Player (with AJR),2021,indie
Verses,track,Psalm 23:1-2,Psalm 23:1-2,2021,indie
Lord Huron,track,Love Me Like You Used To,Long Lost,2021,indie
Luna Li,track,2516,jams EP,2021,indie
Glass Animals,track,Heat Waves,Dreamland (+ Bonus Levels),2021,indie
Lucy Dacus,track,Hot & Heavy,Home Video,2021,indie
Faye Webster,track,Sometimes,I Know I'm Funny haha,2021,indie
Robohands,track,Leaves,Shapes,2021,indie
CORPSE,track,agoraphobic,agoraphobic,2021,indie
Faye Webster,track,I Know I'm Funny haha,I Know I'm Funny haha,2021,indie
Rare Americans,track,Brittle Bones Nicky,Rare Americans 2,2021,indie
Hotel Ugly,track,Grandmother,Grandmother,2021,indie
Conan Gray,track,Telepath,Telepath,2021,indie
Lovejoy,track,One Day,Are You Alright?,2021,indie
The Band CAMINO,track,I Think I Like You,The Band CAMINO,2021,indie
Hiatus Kaiyote,track,Sip Into Something Soft,Mood Valiant,2021,indie
mike.,track,rodman,the highs.,2021,indie
Quinn XCII,track,Stay Next To Me (with Chelsea Cutler),Change of Scenery II,2021,indie
Arrows in Action,track,Uncomfortably Numb,Be More.,2021,indie
Bo Burnham,track,That Funny Feeling,INSIDE,2021,indie
Rebzyyx,track,Painforever,Painforever,2021,indie
Tom Cardy,track,Mixed Messages,Artificial Intelligence,2021,indie
Destroy Boys,track,Muzzle,"Open Mouth, Open Heart",2021,indie
Paper Planes,track,Something More,Making Memories,2021,indie
Claire Rosinkranz,track,Frankenstein,Frankenstein,2021,indie
Leith Ross,track,I'd Have to Think About It,I'd Have to Think About It,2021,indie
Woodlock,track,I Loved You Then (And I Love You Still),I Loved You Then,2021,indie
Clairo,track,Harbor,Sling,2021,indie
Flying Lotus,track,Crust,Yasuke,2021,indie
Weathers,track,C'est la vie,Pillows & Therapy,2021,indie
James Blake,track,Coming Back (feat. SZA),Friends That Break Your Heart,2021,indie
Clairo,track,Blouse,Sling,2021,indie
Toby Fox,track,My Castle Town,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
The Marías,track,Calling U Back,CINEMA,2021,indie
Wilderado,track,Take Some Time,Wilderado,2021,indie
Glass Animals,track,Heat Waves - Slowed,Heat Waves (Expansion Pack),2021,indie
Crawlers,track,Come Over (Again),Crawlers - EP,2021,indie
Lena Raine,track,otherside,Minecraft: Caves & Cliffs (Original Game Soundtrack),2021,indie
Hollow Coves,track,Blessings,Blessings,2021,indie
Noah Kahan,track,Howling,I Was / I Am,2021,indie
Ethel Cain,track,Inbred,Inbred,2021,indie
Hotel Ugly,track,Goose Neck,Goose Neck,2021,indie
Jeon Jin Hee,track,"summer, night (feat. wave to earth)","summer,night",2021,indie
Will Wood,track,"Yes, to Err is Human, So Don't Be One. (Song)",Camp Here & There: Campfire Songs Edition,2021,indie
Toby Fox,track,BIG SHOT,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Brandi Carlile,track,You and Me On The Rock (feat. Lucius),In These Silent Days,2021,indie
Jean Dawson,track,MENTHOL*,MENTHOL*,2021,indie
Phil Wickham,track,Where I'm Standing Now (feat. Brandon Lake),Hymn Of Heaven,2021,indie
Raynes,track,Cast The Bronze,Cast The Bronze,2021,indie
Ralph Castelli,track,Rare,Moonlight/Rare,2021,indie
LEISURE,track,Take You Higher,Sunsetter,2021,indie
I DONT KNOW HOW BUT THEY FOUND ME,track,Mx. Sinister,Mx. Sinister,2021,indie
Still Woozy,track,Rocky,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Toby Fox,track,Attack of the Killer Queen,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Rio Romeo,track,Missus Piano,Missus Piano,2021,indie
Clairo,track,Partridge,Sling,2021,indie
88rising,track,Fire In The Sky,Shang-Chi and The Legend of The Ten Rings: The Album,2021,indie
Sam Fender,track,Seventeen Going Under,Seventeen Going Under (Deluxe),2021,indie
Trousdale,track,Wouldn't Come Back,Wouldn't Come Back,2021,indie
Houndmouth,track,Miracle Mile,Good For You,2021,indie
Jordana,track,Lo on the Hi-Way,Summer's Over,2021,indie
Faye Webster,track,Overslept (feat. mei ehara),I Know I'm Funny haha,2021,indie
RÜFÜS DU SOL,track,Make It Happen,Surrender,2021,indie
Cautious Clay,track,Wildfire,Deadpan Love,2021,indie
Roosevelt,track,Strangers,Polydans,2021,indie
AJR,track,Ordinaryish People (feat. Blue Man Group),OK ORCHESTRA,2021,indie
Lewis OfMan,track,Siesta Freestyle,Dancy Party,2021,indie
Khamari,track,"Doctor, My Eyes","Doctor, My Eyes",2021,indie
Nathaniel Rateliff & The Night Sweats,track,Face Down In The Moment,The Future,2021,indie
Summer 2000,track,Lucifer Loves Me,John Krasinski,2021,indie
grandson,track,Rain (from The Suicide Squad),Rain (from The Suicide Squad),2021,indie
Twenty One Pilots,track,Good Day,Scaled And Icy,2021,indie
Myd,track,The Sun,Born a Loser,2021,indie
Bo Burnham,track,Content,INSIDE,2021,indie
Måneskin,track,CORALINE,Teatro d'ira - Vol. I,2021,indie
Jhariah,track,DEBT COLLECTOR,A BEGINNER'S GUIDE TO FAKING YOUR DEATH,2021,indie
Lizzy McAlpine,track,Angelina,When The World Stopped Moving: The Live EP,2021,indie
Arlo Parks,track,Eugene,Collapsed In Sunbeams,2021,indie
Sub Urban,track,INFERNO,INFERNO,2021,indie
The Altons,track,Soon Enough,Tangled Up in You,2021,indie
Twenty One Pilots,track,Formidable,Scaled And Icy,2021,indie
Destroy Boys,track,Drink,"Open Mouth, Open Heart",2021,indie
Penelope Scott,track,Self Care,Hazards,2021,indie
MercyMe,track,Say I Won't,inhale (exhale),2021,indie
Twenty One Pilots,track,No Chances,Scaled And Icy,2021,indie
girl in red,track,Body And Mind,if i could make it go quiet,2021,indie
Remi Wolf,track,Anthony Kiedis,Juno,2021,indie
Twenty One Pilots,track,Bounce Man,Scaled And Icy,2021,indie
Fruit Bats,track,As I Rise,As I Rise,2021,indie
The Paper Kites,track,Walk Above the City,Roses,2021,indie
Cruza,track,Indeed,Dog Daze,2021,indie
Remi Wolf,track,Photo ID (with Dominic Fike),Photo ID (with Dominic Fike),2021,indie
RÜFÜS DU SOL,track,On My Knees,On My Knees,2021,indie
Halsey,track,"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",2021,indie
Leon Bridges,track,Motorbike,Gold-Diggers Sound,2021,indie
Free Party,track,Middle School,Mirrors In A Dark Room,2021,indie
mike.,track,days go bye,the highs.,2021,indie
Lord Huron,track,The Moon Doesn’t Mind,Long Lost,2021,indie
Lovejoy,track,Perfume,Pebble Brain,2021,indie
COIN,track,Sagittarius Superstar,Rainbow Mixtape,2021,indie
NEIL FRANCES,track,Falling for You,Falling for You,2021,indie
YONAKA,track,Seize the Power,Seize the Power,2021,indie
The Walters,track,I Love You So - Acoustic,I Love You So (Acoustic),2021,indie
Jungle,track,Romeo,Loving In Stereo,2021,indie
mike.,track,i don't wanna party,i don't wanna party,2021,indie
Unusual Demont,track,AMBER,HUES.,2021,indie
Inhaler,track,My Honest Face,It Won't Always Be Like This,2021,indie
Tai Verdes,track,AOK,TV,2021,indie
Dead Poet Society,track,.intoodeep.,-!- (Deluxe),2021,indie
Twenty One Pilots,track,Never Take It,Scaled And Icy,2021,indie
Sub Urban,track,PATCHWERK,PATCHWERK,2021,indie
late night drive home,track,Star Love,Star Love / Kill Me Sweet,2021,indie
Sam Fender,track,Seventeen Going Under,Seventeen Going Under,2021,indie
Men I Trust,track,Organon,Untourable Album,2021,indie
mazie,track,dumb dumb,dumb dumb,2021,indie
mike.,track,2 birds,the highs.,2021,indie
Susto,track,Get Down,Time in the Sun,2021,indie
thquib,track,i am now going to bark at you,100 byaks and the Ultimate Swag,2021,indie
Paper Planes,track,The Best Thing,Simple Things,2021,indie
Various Artists,track,Black Sheep - Brie Larson Vocal Version / Bonus Track,Scott Pilgrim Vs. The World (Original Motion Picture Soundtrack Expanded Edition),2021,indie
Lord Huron,track,Long Lost,Long Lost,2021,indie
Lovejoy,track,Taunt,Are You Alright?,2021,indie
Sushi Soucy,track,Average,Average,2021,indie
Pretty Sick,track,Dumb,Come Down,2021,indie
Twenty One Pilots,track,Level of Concern,Scaled And Icy (Livestream Version),2021,indie
Claire Rosinkranz,track,Hotel,6 Of A Billion,2021,indie
Phoebe Bridgers,track,Summer's End - Spotify Singles,Spotify Singles,2021,indie
KALEO,track,Hey Gringo,Surface Sounds,2021,indie
Bo Burnham,track,All Eyes On Me (Song Only),INSIDE,2021,indie
Måneskin,track,MAMMAMIA,MAMMAMIA,2021,indie
KALEO,track,Break My Baby,Surface Sounds,2021,indie
Hiss Golden Messenger,track,Sanctuary,Quietly Blowing It,2021,indie
Clairo,track,Reaper,Sling,2021,indie
Tom Cardy,track,Business Man,Artificial Intelligence,2021,indie
DRAMA,track,Dark Rain,Dark Rain,2021,indie
Ocie Elliott,track,Wait for You,Wait for You,2021,indie
Still Woozy,track,Get Down,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Måneskin,track,FOR YOUR LOVE,Teatro d'ira - Vol. I,2021,indie
Rejjie Snow,track,Cookie Chips,Baw Baw Black Sheep,2021,indie
Derivakat,track,Ain't No Crying,Songs of the SMP,2021,indie
Noah Kahan,track,Fear Of Water,I Was / I Am,2021,indie
Toby Fox,track,Acid Tunnel of Love,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
The Light The Heat,track,Rest of Our Lives,Wide Awake,2021,indie
Lovejoy,track,Sex Sells,Are You Alright?,2021,indie
Okvsho,track,Elyjah Slaps the Space,Orange Wine,2021,indie
Jungle,track,"Just Fly, Don't Worry",Loving In Stereo,2021,indie
Jordana,track,Ordinary Day,Summer's Over,2021,indie
MARINA,track,Man's World,Ancient Dreams In A Modern Land,2021,indie
beabadoobee,track,He Gets Me So High,Our Extended Play,2021,indie
Valley,track,Like 1999,Last Birthday,2021,indie
Will Wood,track,"Your Body, My Temple (Song)",Camp Here & There: Campfire Songs Edition,2021,indie
G-Eazy,track,Still Be Friends (feat. Tory Lanez & Tyga),These Things Happen Too (Deluxe),2021,indie
The Marías,track,Fog as a Bullet,CINEMA,2021,indie
The War On Drugs,track,I Don't Live Here Anymore (feat. Lucius),I Don’t Live Here Anymore,2021,indie
MARINA,track,Venus Fly Trap,Ancient Dreams In A Modern Land,2021,indie
Brandi Carlile,track,This Time Tomorrow,In These Silent Days,2021,indie
The Marías,track,Talk to Her,CINEMA,2021,indie
Rare Americans,track,Brittle Bones Nicky 2,Rare Americans 2,2021,indie
Lena Raine,track,Infinite Amethyst,Minecraft: Caves & Cliffs (Original Game Soundtrack),2021,indie
ella jane,track,nothing else i could do,THIS IS NOT WHAT IT LOOKS LIKE!,2021,indie
Noah Kahan,track,Hollow,I Was / I Am,2021,indie
Saint Motel,track,Van Horn,The Original Motion Picture Soundtrack,2021,indie
L'Impératrice,track,Voodoo?,Tako Tsubo,2021,indie
Jungle,track,Lifting You,Loving In Stereo,2021,indie
Peter McPoland,track,Shit Show,Shit Show,2021,indie
Bo Burnham,track,Comedy,INSIDE,2021,indie
Paper Planes,track,Waste Your Time On Me,Making Memories,2021,indie
Ocie Elliott,track,Run to You - LoFi,Run to You (LoFi),2021,indie
Freyr,track,Surveilling Sky,Nicotine Bunker,2021,indie
Paris Texas,track,girls like drugs,girls like drugs,2021,indie
Bo Burnham,track,All Eyes On Me (Song Only),All Eyes On Me (Song Only),2021,indie
Faye Webster,track,Kind Of,I Know I'm Funny haha,2021,indie
Esteman,track,Te Alejas Más De Mí,Si Volviera A Nacer,2021,indie
Toby Fox,track,NOW'S YOUR CHANCE TO BE A,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Ethel Cain,track,Michelle Pfeiffer (feat. lil aaron),Inbred,2021,indie
Paris Texas,track,FORCE OF HABIT,BOY ANONYMOUS,2021,indie
Sipper,track,Dance in Room Song,Pink Songs,2021,indie
Hopsin,track,Be11a Ciao,Be11a Ciao,2021,indie
Gregory Alan Isakov,track,Salt And The Sea,Salt And The Sea,2021,indie
Kevin Ross,track,Sweet Release,Drive 2,2021,indie
Penelope Scott,track,Dead Girls,Hazards,2021,indie
Derivakat,track,Casino Royale,Records of the SMP,2021,indie
Caamp,track,Square One,Square One,2021,indie
Ricky Montgomery,track,Line Without a Hook (feat. mxmtoon),Line Without a Hook (feat. mxmtoon),2021,indie
FINNEAS,track,What They'll Say About Us,Optimist,2021,indie
Bazanji,track,Demons,Far From Normal,2021,indie
Wombo,track,Dreamsickle,Dreamsickle,2021,indie
Bo Burnham,track,Don't Wanna Know,INSIDE,2021,indie
Still Woozy,track,Drake,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
El David,track,nomás tú,nomás tú,2021,indie
The Band CAMINO,track,1 Last Cigarette,The Band CAMINO,2021,indie
binki,track,Landline,MOTOR FUNCTION,2021,indie
Lucy Dacus,track,Please Stay,Home Video,2021,indie
Arrows in Action,track,All The Ways I Could Die,Be More.,2021,indie
LOONY,track,raw,soft thing,2021,indie
Eyedress,track,Something About You,Something About You,2021,indie
Tai Verdes,track,FEELING THIS BAD NEVER FELT SO GREAT,TV,2021,indie
hold,track,U,it'll pass,2021,indie
Hiatus Kaiyote,track,And We Go Gentle,Mood Valiant,2021,indie
The Brook & The Bluff,track,Misnomer,Yard Sale,2021,indie
Clairo,track,Zinnias,Sling,2021,indie
Quinn XCII,track,My Wife & 2 Dogs,Change of Scenery II,2021,indie
Lord Huron,track,Mine Forever,Long Lost,2021,indie
Kevin Kaarl,track,Toda Esta Ciudad,Toda Esta Ciudad,2021,indie
Noah Kahan,track,Bury Me,I Was / I Am,2021,indie
SG Lewis,track,Chemicals,times,2021,indie
Ovlov,track,Strokes,Buds,2021,indie
Phantogram,track,Black Out Days - Future Islands Remix (Slowed),Black Out Days [Future Islands Remix (Slowed)],2021,indie
RÜFÜS DU SOL,track,Surrender (feat. Curtis Harding),Surrender,2021,indie
Phil Wickham,track,It's Always Been You,Hymn Of Heaven,2021,indie
Remi Wolf,track,Buzz Me In,Juno,2021,indie
Rare Americans,track,Hullabaloo,Rare Americans 2,2021,indie
Ben Rector,track,Range Rover,Range Rover,2021,indie
Cody Fry,track,Photograph,Pictures of Mountains,2021,indie
HAIM,track,Summer Girl - Bonus Track,Women In Music Pt. III,2021,indie
Remi Wolf,track,Liquor Store,Juno,2021,indie
Arthur Nery,track,TAKE ALL THE LOVE,TAKE ALL THE LOVE,2021,indie
Surf Curse,track,Freaks (feat. Travis Barker),Freaks (Remixes),2021,indie
Mannequin Pussy,track,Control,Perfect,2021,indie
girl in red,track,Rue,if i could make it go quiet,2021,indie
Tom Cardy,track,H.Y.C.Y.BH,Artificial Intelligence,2021,indie
AG Club,track,"Memphis, Pt. 2",Fuck Your Expectations PT. 2,2021,indie
"Daniel, Me Estás Matando",track,"Lo Hice, Te Dejé","Grandes Éxitos del Boleroglam, Vol. 2",2021,indie
Cavetown,track,Idea of Her,Man’s Best Friend,2021,indie
Japanese Breakfast,track,Paprika,Jubilee,2021,indie
Hippo Campus,track,Bad Dream Baby,"Good Dog, Bad Dream",2021,indie
Lucy Dacus,track,Brando,Home Video,2021,indie
Bo Burnham,track,Problematic,INSIDE,2021,indie
YONAKA,track,Seize the Power,Seize the Power,2021,indie
HUMBE,track,EL POETA,ENTROPÍA,2021,indie
No Rome,track,Spinning (with Charli XCX & The 1975),Spinning (with Charli XCX & The 1975),2021,indie
LEISURE,track,Miles Away,Sunsetter,2021,indie
The Band CAMINO,track,Roses,The Band CAMINO,2021,indie
Remi Wolf,track,Liz,Liz,2021,indie
Coyote Theory,track,This Side of Paradise - slowed,This Side of Paradise (slowed),2021,indie
Ethel Cain,track,Unpunishable,Inbred,2021,indie
Lord Huron,track,I Lied (with Allison Ponthier),I Lied,2021,indie
Toby Fox,track,A CYBER'S WORLD?,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Land of Color,track,Running,Show Me What It Means,2021,indie
HUMBE,track,Dieznoches,ENTROPÍA,2021,indie
Bo Burnham,track,White Woman’s Instagram,INSIDE,2021,indie
beabadoobee,track,Last Day On Earth,Last Day On Earth,2021,indie
RÜFÜS DU SOL,track,I Don't Wanna Leave,Surrender,2021,indie
Inner Wave,track,Take 3,Apoptosis,2021,indie
AJR,track,Humpty Dumpty,OK ORCHESTRA,2021,indie
Free Party,track,Helly's & Foams,PG BABY,2021,indie
Jungle,track,Bonnie Hill,Loving In Stereo,2021,indie
Bo Burnham,track,30,INSIDE,2021,indie
The Band CAMINO,track,Song About You,The Band CAMINO,2021,indie
Ed Maverick,track,"contenta,",eduardo,2021,indie
JVKE,track,anxiety.,anxiety.,2021,indie
G-Eazy,track,Provide (feat. Chris Brown & Mark Morrison),Provide (feat. Chris Brown & Mark Morrison),2021,indie
Various Artists,track,Black Sheep,Scott Pilgrim Vs. The World (Original Motion Picture Soundtrack Expanded Edition),2021,indie
Phil Wickham,track,"1,000 Names",Hymn Of Heaven,2021,indie
Mia Joy,track,Ye Old Man,Spirit Tamer,2021,indie
Nathaniel Rateliff & The Night Sweats,track,I’m On Your Side,The Future,2021,indie
YUNGBLUD,track,fleabag,fleabag,2021,indie
MercyMe,track,On Our Way (feat. Sam Wesley),inhale (exhale),2021,indie
Goth Babe,track,Encinitas,Encinitas,2021,indie
Clairo,track,Just For Today,Sling,2021,indie
MOD SUN,track,Karma,Internet Killed The Rockstar,2021,indie
Indigo Waves,track,Ivory,Indigo Waves,2021,indie
Brett Dennen,track,See the World,See the World,2021,indie
Cruza,track,Groove Therapy,Dog Daze,2021,indie
Pardyalone,track,"Sincerely, Fuck You","Sincerely, Fuck You",2021,indie
Origami Angel,track,Self-Destruct,GAMI GANG,2021,indie
Paris Texas,track,HEAVY METAL,BOY ANONYMOUS,2021,indie
Arthur Nery,track,Isa lang,Isa lang,2021,indie
PawPaw Rod,track,Glass House,Glass House,2021,indie
Mia Joy,track,See Us,Spirit Tamer,2021,indie
Witt Lowry,track,Put Me First (feat. Josh Golden),Put Me First (feat. Josh Golden),2021,indie
Isaac Dunbar,track,fan behavior,evil twin,2021,indie
Royal Blood,track,Trouble’s Coming,Typhoons,2021,indie
Ocie Elliott,track,Now You Don't,Slow Tide,2021,indie
Still Woozy,track,Kenny,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Lovejoy,track,"Oh Yeah, You Gonna Cry?",Pebble Brain,2021,indie
Phil Wickham,track,House Of The Lord,House Of The Lord,2021,indie
KAYTRANADA,track,Be Careful (feat. Thundercat),Intimidated,2021,indie
Matt Maltese,track,Mystery,Good Morning It's Now Tomorrow,2021,indie
AJR,track,OK Overture,OK ORCHESTRA,2021,indie
Halsey,track,honey,"If I Can’t Have Love, I Want Power",2021,indie
Polo & Pan,track,Tunnel,Cyclorama,2021,indie
The Marías,track,To Say Hello,CINEMA,2021,indie
Nathaniel Rateliff & The Night Sweats,track,Survivor,The Future,2021,indie
Cruza,track,Big Bet,Dog Daze,2021,indie
Inner Wave,track,Fever,Apoptosis,2021,indie
Jhariah,track,BAD LUCK!,A BEGINNER'S GUIDE TO FAKING YOUR DEATH,2021,indie
mike.,track,so sick,so sick,2021,indie
Bleachers,track,Chinatown (feat. Bruce Springsteen),Take the Sadness Out of Saturday Night,2021,indie
HAIM,track,Don't Wanna,Women In Music Pt. III,2021,indie
