artista,tipo,título_canción,nombre_album,año,genre
Lil Baby,track,California Breeze,It's Only Me,2022,rap
Megan Thee Stallion,track,Anxiety,Traumazine,2022,rap
Jack Harlow,track,Churchill Downs (feat. Drake),Come Home The Kids Miss You,2022,rap
Coco & Clair Clair,track,Pop Star,Sexy,2022,rap
Marlon Craft,track,World Champ,While We're Here,2022,rap
SZA,track,Used (feat. Don Toliver),SOS,2022,rap
Destroy Lonely,track,VETERAN (feat. Ken Carson),NO STYLIST,2022,rap
BoyWithUke,track,Understand,Serotonin Dreams,2022,rap
Sleepy Hallow,track,Die Young (feat. 347aidan),Die Young (feat. 347aidan),2022,rap
Metro Boomin,track,Metro Spider (with Young Thug),HEROES & VILLAINS,2022,rap
Shaboozey,track,Beverly Hills,"Cowboys Live Forever, Outlaws Never Die",2022,rap
Quavo,track,HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc & Phew),2022,rap
Drake,track,More M’s,Her Loss,2022,rap
Flo Milli,track,Conceited,"You Still Here, Ho ?",2022,rap
Baby Keem,track,highway 95,The Melodic Blue (Deluxe),2022,rap
Tory Lanez,track,Sorry 4 What? // LV BELT,Sorry 4 What,2022,rap
Ken Carson,track,Freestyle 3,XTENDED,2022,rap
Falling In Reverse,track,ZOMBIFIED,ZOMBIFIED,2022,rap
YoungBoy Never Broke Again,track,Home Ain't Home (feat. Rod Wave),The Last Slimeto,2022,rap
SZA,track,SOS,SOS,2022,rap
Rod Wave,track,Sweet Little Lies,Beautiful Mind,2022,rap
Jeremih,track,All The Time (feat. Lil Wayne & Natasha Mosley),Late Nights With Jeremih,2022,rap
Nigo,track,"Come On, Let's Go (with Nigo)",I Know NIGO!,2022,rap
Khantrast,track,She Bad,She Bad,2022,rap
BoyWithUke,track,Sick of U (with Oliver Tree),Sick of U,2022,rap
$uicideboy$,track,$uicideboy$ Were Better In 2015,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
That Mexican OT,track,Kick Doe Click,Nonsense and Mexican Shit,2022,rap
$uicideboy$,track,In Constant Sorrow,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Gunna,track,south to west,DS4EVER,2022,rap
Metro Boomin,track,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],HEROES & VILLAINS,2022,rap
SZA,track,Smoking on my Ex Pack,SOS,2022,rap
El Alfa,track,Los Aparatos,SAGITARIO,2022,rap
Ken Carson,track,New,X,2022,rap
Papa Roach,track,Kill The Noise,Ego Trip,2022,rap
SZA,track,Conceited,SOS,2022,rap
mgk,track,ay! (feat. Lil Wayne),mainstream sellout,2022,rap
Tom MacDonald,track,The System,The System,2022,rap
Becky G,track,MAMIII,MAMIII,2022,rap
SZA,track,Notice Me,SOS,2022,rap
SZA,track,Shirt,Shirt,2022,rap
Yung Gravy,track,Betty (Get Money),Marvelous,2022,rap
Kid Cudi,track,love.,The Boy Who Flew To The Moon (Vol. 1),2022,rap
Lil Tjay,track,In My Head,In My Head,2022,rap
Lil Durk,track,What Happened To Virgil (feat. Gunna),7220,2022,rap
Lil Baby,track,Never Hating (feat. Young Thug),It's Only Me,2022,rap
Gunna,track,thought i was playing,DS4EVER,2022,rap
Montell Fish,track,Altitude,Her Love Still Haunts Me Like a Ghost,2022,rap
Drake,track,Massive,"Honestly, Nevermind",2022,rap
Yung Gravy,track,Betty (Get Money),Betty (Get Money),2022,rap
Ken Carson,track,MDMA (feat. Destroy Lonely),X,2022,rap
Kendrick Lamar,track,Purple Hearts,Mr. Morale & The Big Steppers,2022,rap
JID,track,Raydar,The Forever Story (Extended Version),2022,rap
Brent Faiyaz,track,LOOSE CHANGE,WASTELAND,2022,rap
Drake,track,BackOutsideBoyz,Her Loss,2022,rap
Megan Thee Stallion,track,Sweetest Pie,Traumazine,2022,rap
Juice WRLD,track,Face 2 Face,Face 2 Face,2022,rap
Kendrick Lamar,track,Mr. Morale,Mr. Morale & The Big Steppers,2022,rap
Future,track,712PM,I NEVER LIKED YOU,2022,rap
Megan Thee Stallion,track,Sweetest Pie,Sweetest Pie,2022,rap
Gucci Mane,track,Rumors (feat. Lil Durk),Rumors (feat. Lil Durk),2022,rap
Tokischa,track,Delincuente,Delincuente,2022,rap
DaBaby,track,Bestie,BETTER THAN YOU,2022,rap
Lil Baby,track,Right On,Right On,2022,rap
Lil Baby,track,Not Finished,It's Only Me,2022,rap
Metro Boomin,track,All The Money (with Gunna) [Bonus],HEROES & VILLAINS,2022,rap
Kendrick Lamar,track,Mirror,Mr. Morale & The Big Steppers,2022,rap
Lil Uzi Vert,track,FOR FUN,RED & WHITE,2022,rap
Scorey,track,Girls Love Rod Wave,Help Is On The Way,2022,rap
Dr. Dre,track,Gospel (with Eminem),Gospel (with Eminem),2022,rap
RM,track,Wild Flower (with youjeen),Indigo,2022,rap
Rod Wave,track,Alone,Beautiful Mind,2022,rap
Ella Mai,track,DFMU,Heart On My Sleeve,2022,rap
Future,track,I'M ON ONE (feat. Drake),I NEVER LIKED YOU,2022,rap
Whethan,track,"LOCK IT UP (feat. Yeat, midwxst & Matt Ox)",MIDNIGHT,2022,rap
Destroy Lonely,track,JETLGGD,NO STYLIST,2022,rap
Future,track,MASSAGING ME,I NEVER LIKED YOU,2022,rap
JID,track,Kody Blu 31,The Forever Story (Extended Version),2022,rap
Ken Carson,track,Swag Overload,XTENDED,2022,rap
Montell Fish,track,Pretend Lovers,Her Love Still Haunts Me Like a Ghost,2022,rap
XXXTENTACION,track,#ImSippinTeaInYoHood,LOOK AT ME: THE ALBUM,2022,rap
Papa Roach,track,Leave a Light On (Talk Away The Dark),Ego Trip,2022,rap
mgk,track,roll the windows up,lockdown sessions,2022,rap
Homixide Gang,track,Lifestyle,Homixide Lifestyle,2022,rap
Future,track,LIKE ME (feat. 42 Dugg & Lil Baby),I NEVER LIKED YOU,2022,rap
Kendrick Lamar,track,We Cry Together,Mr. Morale & The Big Steppers,2022,rap
Diddy,track,I'll Be Missing You,BAD BOY CELEBRATES DIDDY: The Artist,2022,rap
Mike Sherm,track,Lean Wit It,Lean Wit It,2022,rap
Yeat,track,Systëm,Lyfë,2022,rap
Montell Fish,track,Exscape,Her Love Still Haunts Me Like a Ghost,2022,rap
$uicideboy$,track,Center Core Never More,DIRTIESTNASTIEST$UICIDE,2022,rap
JID,track,Stars (feat. Yasiin Bey),The Forever Story (Extended Version),2022,rap
KXLLSWXTCH,track,WASTE - Sped Up Version,WASTE,2022,rap
Lil Tjay,track,Beat the Odds,Beat the Odds,2022,rap
Future,track,I'M DAT N****,I NEVER LIKED YOU,2022,rap
Tyga,track,Sunshine,Sunshine,2022,rap
Dreamville,track,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),D-Day: A Gangsta Grillz Mixtape,2022,rap
$uicideboy$,track,Escape From BABYLON,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Juice WRLD,track,Rich And Blind,Fighting Demons (Deluxe),2022,rap
Yeat,track,Rackz got më (feat. Gunna),2 Alivë,2022,rap
Ken Carson,track,Delinquent (feat. Homixide Gang),X,2022,rap
NLE Choppa,track,Shotta Flow 6,Me vs. Me,2022,rap
Juice WRLD,track,Girl Of My Dreams (with SUGA of BTS),Fighting Demons (Deluxe),2022,rap
Drake,track,Middle of the Ocean,Her Loss,2022,rap
Chris Brown,track,Call Me Every Day (feat. Wizkid),Breezy,2022,rap
mgk,track,pretty toxic revolver,lockdown sessions,2022,rap
$uicideboy$,track,Unlucky Me,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
$uicideboy$,track,"No Matter Which Direction I'm Going In, I Never Chase These Hoes","Sing Me a Lullaby, My Sweet Temptation",2022,rap
Megan Thee Stallion,track,Plan B,Traumazine,2022,rap
Megan Thee Stallion,track,Ungrateful (feat. Key Glock),Traumazine,2022,rap
NLE Choppa,track,DO IT AGAIN (feat. 2Rare),DO IT AGAIN (feat. 2Rare),2022,rap
YoungBoy Never Broke Again,track,Put It On Me,Realer 2,2022,rap
Sleepy Hallow,track,Marie,Marie,2022,rap
Khantrast,track,Let’s Ride,Let’s Ride,2022,rap
Lil Baby,track,Real Spill,It's Only Me,2022,rap
Yeat,track,Big tonka (feat. Lil Uzi Vert),2 Alivë (Geëk Pack),2022,rap
Nelly,track,Grillz,Still Hot In Herre,2022,rap
Juice WRLD,track,Not Enough,Fighting Demons (Deluxe),2022,rap
XXXTENTACION,track,King Of The Dead,LOOK AT ME: THE ALBUM,2022,rap
SZA,track,Forgiveless (feat. Ol' Dirty Bastard),SOS,2022,rap
Sueco,track,Loser,It Was Fun While It Lasted,2022,rap
SZA,track,Love Galore (Alt Version),Ctrl (Deluxe),2022,rap
SoFaygo,track,Hell Yeah,Pink Heartz,2022,rap
PSY,track,That That (prod.&feat. SUGA of BTS),PSY 9th,2022,rap
Lil Baby,track,In A Minute,It's Only Me,2022,rap
mgk,track,make up sex (feat. blackbear),mainstream sellout,2022,rap
Kid Cudi,track,The Prayer,A Kid Named Cudi,2022,rap
Juice WRLD,track,Rockstar In His Prime,Fighting Demons (Deluxe),2022,rap
Megan Thee Stallion,track,Plan B,Plan B,2022,rap
Drake,track,Treacherous Twins,Her Loss,2022,rap
Benny The Butcher,track,Johnny P's Caddy,Johnny P's Caddy,2022,rap
Gunna,track,idk that bitch (feat. G Herbo),DS4EVER,2022,rap
Mike Sherm,track,Lately,Lately,2022,rap
5ive,track,Me and My Brother,Ahmir & Ahmar,2022,rap
Post Malone,track,Cooped Up (with Roddy Ricch),Twelve Carat Toothache,2022,rap
Xavier Wulf,track,Nightshift,Blood Shore Season 3,2022,rap
Eminem,track,Bump Heads,The Eminem Show (Expanded Edition),2022,rap
Lil Baby,track,Back and Forth (feat. EST Gee),It's Only Me,2022,rap
Metro Boomin,track,Lock On Me (with Travis Scott & Future),HEROES & VILLAINS,2022,rap
Young Dolph,track,Thats How,Paper Route Frank,2022,rap
Kodak Black,track,Walk,Walk/Spin,2022,rap
Xavier Wulf,track,Still Will,Blood Shore Season 3,2022,rap
BabyTron,track,Manute Bol,Megatron,2022,rap
DaBaby,track,Neighborhood Superstar,BETTER THAN YOU,2022,rap
Ski Mask The Slump God,track,OOGA BOOGA!,OOGA BOOGA!,2022,rap
Drake,track,A Keeper,"Honestly, Nevermind",2022,rap
Rich Amiri,track,Havoc,Havoc,2022,rap
$uicideboy$,track,"My Swisher Sweet, But My Sig Sauer",DIRTIESTNASTIEST$UICIDE,2022,rap
Tyga,track,Freaky Deaky,Freaky Deaky,2022,rap
Freddie Dredd,track,Wrath,Freddie's Inferno,2022,rap
Tom MacDonald,track,Whiteboyz,The Brave,2022,rap
Post Malone,track,Waiting For Never,Twelve Carat Toothache (Deluxe),2022,rap
Dax,track,Dear Alcohol,Dear Alcohol,2022,rap
King Von,track,Evil Twins,What It Means To Be King,2022,rap
Juice WRLD,track,Doom,Fighting Demons (Deluxe),2022,rap
smokedope2016,track,IM NOT GOD BUT I WISH I WAS (feat. Joeyy),IM NOT GOD BUT I WISH I WAS (feat. Joeyy),2022,rap
That Mexican OT,track,September 8th (feat. K3vlar Deon & Curren$y),Nonsense and Mexican Shit,2022,rap
Juice WRLD,track,Wandered To LA (with Justin Bieber),Fighting Demons (Deluxe),2022,rap
That Mexican OT,track,September 8th (feat. K3vlar Deon & Curren$y),Nonsense and Mexican Shit,2022,rap
Juice WRLD,track,Wandered To LA (with Justin Bieber),Fighting Demons (Deluxe),2022,rap
BoyWithUke,track,Prairies (with mxmtoon),Serotonin Dreams,2022,rap
BoyWithUke,track,Long Drives,Serotonin Dreams,2022,rap
La Santa Grifa,track,Solo Mintio,Fuera de Órbita,2022,rap
Huey Mack,track,Carry Me Home (feat. Charles Wesley Godwin),The Cozy Bar,2022,rap
Rod Wave,track,Forever,Beautiful Mind,2022,rap
Gunna,track,25k jacket (feat. Lil Baby),DS4EVER,2022,rap
Shwayze,track,Too Late (with Jared Watson of Dirty Heads),Shway SZN,2022,rap
Mac Miller,track,The Scoop On Heaven,"I Love Life, Thank You",2022,rap
Ken Carson,track,Shoot,XTENDED,2022,rap
Post Malone,track,Wasting Angels (with The Kid LAROI),Twelve Carat Toothache,2022,rap
Montell Fish,track,Every Night,Her Love Still Haunts Me Like a Ghost,2022,rap
$uicideboy$,track,Ashes of Luxury,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Lil Baby,track,In A Minute,In A Minute,2022,rap
Brent Faiyaz,track,PRICE OF FAME,WASTELAND,2022,rap
Only The Family,track,Mad Max,Lil Durk Presents: Loyal Bros 2,2022,rap
Juice WRLD,track,You Wouldn't Understand,Fighting Demons (Deluxe),2022,rap
Lil Durk,track,Petty Too (feat. Future),7220,2022,rap
Jdot Breezy,track,No Name Droppin,No Name Droppin,2022,rap
Sueco,track,Paralyzed,It Was Fun While It Lasted,2022,rap
Kendrick Lamar,track,The Heart Part 5,Mr. Morale & The Big Steppers,2022,rap
Lil Baby,track,U-Digg (feat. 42 Dugg & Veeze),U-Digg (feat. 42 Dugg & Veeze),2022,rap
Cordae,track,Super,From a Birds Eye View,2022,rap
Monaleo,track,We Not Humping - Remix,We Not Humping (Remix),2022,rap
$uicideboy$,track,Eulogy,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Key Glock,track,Jigsaw,Jigsaw,2022,rap
Kevin Gates,track,Truth Be Told,Khaza,2022,rap
Upchurch,track,Vows (feat. Jelly Roll),People's Champ,2022,rap
Rod Wave,track,No Deal,Beautiful Mind,2022,rap
Dreamville,track,Heaven’s EP (with J. Cole),D-Day: A Gangsta Grillz Mixtape,2022,rap
Lil Baby,track,Pop Out (feat. Nardo Wick),It's Only Me,2022,rap
Lil Darkie,track,THE WORLD IS ENDING,THE WORLD IS ENDING,2022,rap
Baby Smoove,track,Raw Sippa,Raw Sippa,2022,rap
JID,track,Bruddanem (feat. Lil Durk),The Forever Story (Extended Version),2022,rap
lil Shordie Scott,track,Rocking A Cardigan in Atlanta,Rocking A Cardigan in Atlanta,2022,rap
BONES,track,7thGenerationBlunts,AmericanSweetheart,2022,rap
Rod Wave,track,Love Overdose,Jupiter's Diary: 7 Day Theory,2022,rap
1nonly,track,Mine,Mine,2022,rap
iann dior,track,thought it was,on to better things,2022,rap
Dax,track,Depression,Depression,2022,rap
That Mexican OT,track,Chingon (with Peso Peso),Chingon (with Peso Peso),2022,rap
Lil Tjay,track,Give You What You Want,Give You What You Want,2022,rap
El Alfa,track,Curazao,SAGITARIO,2022,rap
King Von,track,War,What It Means To Be King,2022,rap
Quavo,track,To The Bone (feat. YoungBoy Never Broke Again),Only Built For Infinity Links,2022,rap
Rod Wave,track,Break My Heart,Jupiter's Diary: 7 Day Theory,2022,rap
Rucci,track,"THAT'S NORF, PT. 2 (feat. FOE & Bueno Da Champ)",For My Dawgz 2,2022,rap
Megan Thee Stallion,track,Budget (feat. Latto),Traumazine,2022,rap
Denzel Curry,track,X-Wing,Melt My Eyez See Your Future,2022,rap
Tee Grizzley,track,Robbery,Robbery,2022,rap
Juice WRLD,track,Go Hard 2.0,Fighting Demons (Deluxe),2022,rap
j-hope,track,MORE,Jack In The Box,2022,rap
Brent Faiyaz,track,BAD LUCK,WASTELAND,2022,rap
bbno$,track,bag or die,bag or die,2022,rap
XXXTENTACION,track,FUXK (feat. Ski Mask the Slump God),LOOK AT ME: THE ALBUM,2022,rap
$uicideboy$,track,Resistance Is Useless,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Ella Mai,track,How (feat. Roddy Ricch),Heart On My Sleeve,2022,rap
Benny The Butcher,track,Johnny P's Caddy,Tana Talk 4,2022,rap
Drake,track,Massive,"Honestly, Nevermind",2022,rap
Gunna,track,too easy,DS4EVER,2022,rap
Rod Wave,track,Cold December,Cold December,2022,rap
NAV,track,Never Sleep (with Lil Baby feat. Travis Scott),Demons Protected By Angels,2022,rap
Baby Keem,track,naked freestyle,The Melodic Blue (Deluxe),2022,rap
Futuristic,track,Unholy,Unholy,2022,rap
NAV,track,Never Sleep (with Lil Baby feat. Travis Scott),Never Sleep,2022,rap
SZA,track,Tread Carefully,Ctrl (Deluxe),2022,rap
Young Slo-Be,track,Don't Kome 2 My Funeral,Southeast,2022,rap
Mike Sherm,track,Fuckin Around,Fuckin Around,2022,rap
Rod Wave,track,Jupiter's Diary,Jupiter's Diary: 7 Day Theory,2022,rap
Slipknot,track,The Dying Song (Time To Sing),"The End, So Far",2022,rap
Becky G,track,FULANITO,ESQUEMAS,2022,rap
La Santa Grifa,track,Pensando en Ti,Pensando en Ti,2022,rap
That Mexican OT,track,East End,Nonsense and Mexican Shit,2022,rap
UnoTheActivist,track,Slave,Limbus 3,2022,rap
Saba,track,an Interlude Called “Circus” (feat. Eryn Allen Kane),Few Good Things,2022,rap
Brent Faiyaz,track,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),WASTELAND,2022,rap
j-hope,track,Arson,Jack In The Box,2022,rap
Russ,track,Are You Entertained,Are You Entertained,2022,rap
Pusha T,track,Dreamin Of The Past (feat. Kanye West),It's Almost Dry,2022,rap
Polo G,track,Distraction,Distraction,2022,rap
KANKAN,track,see u,##B4W2G,2022,rap
Lil Durk,track,AHHH HA,7220,2022,rap
Rod Wave,track,Never Get Over Me,Beautiful Mind,2022,rap
Megan Thee Stallion,track,Gift & A Curse,Traumazine,2022,rap
Jack Harlow,track,Nail Tech,Nail Tech,2022,rap
Lil Baby,track,Stand On It,It's Only Me,2022,rap
Drake,track,Texts Go Green,"Honestly, Nevermind",2022,rap
Jack Harlow,track,Nail Tech,Come Home The Kids Miss You,2022,rap
Marlon Craft,track,Somethin Wrong In Heaven,While We're Here,2022,rap
SZA,track,Snooze,SOS,2022,rap
Shaboozey,track,GAS!,"Cowboys Live Forever, Outlaws Never Die",2022,rap
$uicideboy$,track,I Dream of Chrome,DIRTIESTNASTIEST$UICIDE,2022,rap
$uicideboy$,track,BUCKHEAD,DIRTIESTNASTIEST$UICIDE,2022,rap
Moneybagg Yo,track,See Wat I’m Sayin,See Wat I’m Sayin,2022,rap
DJ Khaled,track,STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby),2022,rap
King Von,track,Don't Play That,Don't Play That,2022,rap
Cardi B,track,Hot Shit (feat. Ye & Lil Durk),Hot Shit (feat. Ye & Lil Durk),2022,rap
mgk,track,in these walls (my house) (feat. PVRIS),lockdown sessions,2022,rap
Bladee,track,Girls Just Want to Have Fun,Crest,2022,rap
Jacquees,track,Tell Me It's Over (feat. Summer Walker & 6LACK),Sincerely For You,2022,rap
Kodak Black,track,Walk,Kutthroat Bill: Vol. 1,2022,rap
YoungBoy Never Broke Again,track,I Hate YoungBoy,I Hate YoungBoy,2022,rap
Yeat,track,Krank,Lyfë,2022,rap
KANKAN,track,AP Skelly,AP Skelly,2022,rap
$uicideboy$,track,Sorry for the Delay,DIRTIESTNASTIEST$UICIDE,2022,rap
Juice WRLD,track,Feel Alone,Fighting Demons (Deluxe),2022,rap
Khantrast,track,You Got Jokes,You Got Jokes,2022,rap
Lil Baby,track,Heyy,It's Only Me,2022,rap
Larry June,track,"Corte Madera, CA",Spaceships on the Blade,2022,rap
Future,track,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,2022,rap
BoyWithUke,track,She Said No,Serotonin Dreams,2022,rap
bbno$,track,i see london i see france,bag or die,2022,rap
Dax,track,Dear Alcohol (feat. Elle King),Dear Alcohol feat. Elle King,2022,rap
A Boogie Wit da Hoodie,track,Last Time (feat. G Herbo),Me vs. Myself,2022,rap
$uicideboy$,track,THE_EVIL_THAT_MEN_DO,"Sing Me a Lullaby, My Sweet Temptation",2022,rap
Destroy Lonely,track,FAKENGGAS,NO STYLIST,2022,rap
Juice WRLD,track,Relocate,Fighting Demons (Deluxe),2022,rap
Homixide Gang,track,Stunt,Homixide Lifestyle,2022,rap
Destroy Lonely,track,VTMNTSCOAT,NO STYLIST,2022,rap
Kid Cudi,track,Stars In The Sky - From Sonic The Hedgehog 2,Stars In The Sky (From Sonic The Hedgehog 2),2022,rap
mgk,track,fake love don't last (feat. iann dior),mainstream sellout,2022,rap
Kendrick Lamar,track,Savior - Interlude,Mr. Morale & The Big Steppers,2022,rap
Post Malone,track,Cooped Up (with Roddy Ricch),Cooped Up,2022,rap
Baby Smoove,track,I Dare U,Im Still Serious 2,2022,rap
Lil Durk,track,AHHH HA,AHHH HA,2022,rap
BoyWithUke,track,IDGAF (with blackbear),IDGAF,2022,rap
XXXTENTACION,track,vice city,LOOK AT ME: THE ALBUM,2022,rap
King Von,track,Grandson For President,What It Means To Be King,2022,rap
Gunna,track,poochie gown,DS4EVER,2022,rap
El Makabelico,track,El Tartas,Maldito y Bendito Vol. 2,2022,rap
Yeat,track,Dub,2 Alivë (Geëk Pack),2022,rap
Yeat,track,Jus bëtter,2 Alivë,2022,rap
Yeat,track,Doublë,2 Alivë,2022,rap
Sean Paul,track,Like Glue,Dutty Rock (20th Anniversary),2022,rap
Sean Paul,track,Gimme the Light,Dutty Rock (20th Anniversary),2022,rap
Joey Bada$$,track,Brand New 911,2000,2022,rap
$uicideboy$,track,"My Swisher Sweet, But My Sig Sauer","My Swisher Sweet, But My Sig Sauer",2022,rap
Ken Carson,track,PDBMH,X,2022,rap
$uicideboy$,track,The Serpent and the Rainbow,DIRTIESTNASTIEST$UICIDE,2022,rap
Flo Milli,track,Conceited,Conceited,2022,rap
Lancey Foux,track,LANCEY OR LANCEY,LIFE IN HELL,2022,rap
Lil Baby,track,From Now On (feat. Future),It's Only Me,2022,rap
Grioten,track,HIGH 4LERT,HIGH 4LERT,2022,rap
Ken Carson,track,Fashion Habits,XTENDED,2022,rap
Forrest.,track,slow down,slow down,2022,rap
Polo G,track,My All,My All,2022,rap
Rod Wave,track,Pieces,Beautiful Mind,2022,rap
Flo Rida,track,High Heels,High Heels,2022,rap
Brent Faiyaz,track,FYTB (FEAT. JOONY),WASTELAND,2022,rap
YG,track,Scared Money (feat. J. Cole and Moneybagg Yo),Scared Money,2022,rap
Fivio Foreign,track,City of Gods,City of Gods,2022,rap
Tae Retro,track,Phil Jackson,The Main Protagonist,2022,rap
JID,track,Just In Time (feat. Lil Wayne & Kenny Mason),The Forever Story (Extended Version),2022,rap
Juice WRLD,track,Until The Plug Comes Back Around,Fighting Demons (Deluxe),2022,rap
AzChike,track,Chike FRFR,Chike Different,2022,rap
Rod Wave,track,Cold December,Beautiful Mind,2022,rap
Rod Wave,track,Yungen (feat. Jack Harlow),Beautiful Mind,2022,rap
RM,track,Still Life (with Anderson .Paak),Indigo,2022,rap
Metro Boomin,track,Superhero (Heroes & Villains) [with Future & Chris Brown],HEROES & VILLAINS,2022,rap
mgk,track,why are you here,mainstream sellout (life in pink deluxe),2022,rap
DPR IAN,track,Ballroom Extravaganza,Moodswings In To Order,2022,rap
JID,track,Crack Sandwich,The Forever Story (Extended Version),2022,rap
Destroy Lonely,track,TURNINUP,NO STYLIST,2022,rap
SZA,track,Jodie,Ctrl (Deluxe),2022,rap
YoungBoy Never Broke Again,track,Fish Scale,Colors,2022,rap
Young Nudy,track,Impala,EA Monster,2022,rap
DJ Khaled,track,Juice WRLD DID (feat. Juice WRLD),GOD DID,2022,rap
Gunna,track,how you did that (feat. Kodak Black),DS4EVER,2022,rap
Drake,track,Falling Back,"Honestly, Nevermind",2022,rap
Nardo Wick,track,Demon Mode,Who is Nardo Wick?? (Deluxe),2022,rap
Joey Bada$$,track,THE REV3NGE,THE REV3NGE,2022,rap
DJ Khaled,track,BEAUTIFUL (feat. Future & SZA),GOD DID,2022,rap
Post Malone,track,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,2022,rap
JID,track,Can’t Punk Me (feat. EARTHGANG),The Forever Story (Extended Version),2022,rap
Key Glock,track,Spike Lee,PRE5L,2022,rap
YG,track,Toxic,Toxic,2022,rap
Lil Durk,track,Hanging With Wolves,Hanging With Wolves,2022,rap
Kevin Gates,track,Bad For Me,Khaza,2022,rap
Bladee,track,The Flag is Raised,Crest,2022,rap
Nigo,track,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",I Know NIGO!,2022,rap
Pusha T,track,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),It's Almost Dry,2022,rap
Shaboozey,track,Sticks and Stones,"Cowboys Live Forever, Outlaws Never Die",2022,rap
Post Malone,track,Lemon Tree,Twelve Carat Toothache,2022,rap
Yeat,track,Wat it feel lykë,Lyfë,2022,rap
DPR IAN,track,Mood,Moodswings In To Order,2022,rap
Yeat,track,Hatër,2 Alivë (Geëk Pack),2022,rap
Post Malone,track,I Cannot Be (A Sadder Song) (with Gunna),Twelve Carat Toothache,2022,rap
YoungBoy Never Broke Again,track,Dis & That,Colors,2022,rap
Acito,track,Do I,Low Tides,2022,rap
$NOT,track,Doja,Ethereal,2022,rap
Jacquees,track,When You Bad Like That (feat. Future),Sincerely For You,2022,rap
Drake,track,Currents,"Honestly, Nevermind",2022,rap
Destroy Lonely,track,BLITZ,NS+ (ULTRA),2022,rap
King Von,track,Trust Nothing (feat. Moneybagg Yo),What It Means To Be King,2022,rap
DJ Khaled,track,STAYING ALIVE (feat. Drake & Lil Baby),GOD DID,2022,rap
Shaboozey,track,My Love,"Cowboys Live Forever, Outlaws Never Die",2022,rap
Bryson Tiller,track,Outside,Outside,2022,rap
Drake,track,Liability,"Honestly, Nevermind",2022,rap
Yeat,track,Gëek high (feat. Ken Carson),2 Alivë,2022,rap
Juice WRLD,track,Go Hard,Fighting Demons (Deluxe),2022,rap
DJ Khaled,track,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",GOD DID,2022,rap
Baby Keem,track,killstreaks (with Don Toliver & PinkPantheress),The Melodic Blue (Deluxe),2022,rap
AzChike,track,Mr.SnakeK,I.S.W.I.L.L,2022,rap
Savage Ga$p,track,"from hell, with love","from hell, with love",2022,rap
Slipknot,track,Yen,"The End, So Far",2022,rap
NoCap,track,Vaccine,Mr. Crawford,2022,rap
$NOT,track,SIMPLE,SIMPLE,2022,rap
Denzel Curry,track,Sanjuro,Melt My Eyez See Your Future,2022,rap
Tory Lanez,track,Hennessy Memories,Sorry 4 What,2022,rap
Cordae,track,Chronicles (feat. H.E.R. & Lil Durk),From a Birds Eye View,2022,rap
Eminem,track,From The D 2 The LBC (with Snoop Dogg),From The D 2 The LBC (with Snoop Dogg),2022,rap
Tom MacDonald,track,Ghost,Ghost,2022,rap
Lil Durk,track,Expedite This Letter,7220 (Deluxe),2022,rap
Kid Cudi,track,Do What I Want,Entergalactic,2022,rap
Sueco,track,PRIMADONA,It Was Fun While It Lasted,2022,rap
Russ,track,HANDSOMER,HANDSOMER,2022,rap
Joey Bada$$,track,Head High,2000,2022,rap
Ken Carson,track,X,X,2022,rap
Ken Carson,track,The End,X,2022,rap
Dreamville,track,Freedom of Speech (with J. Cole),D-Day: A Gangsta Grillz Mixtape,2022,rap
JID,track,Sistanem,The Forever Story (Extended Version),2022,rap
mgk,track,more than life (feat. glaive),mainstream sellout (life in pink deluxe),2022,rap
Rylo Rodriguez,track,Set Me Free,Set Me Free,2022,rap
Rod Wave,track,Married Next Year,Beautiful Mind,2022,rap
iann dior,track,let you,on to better things,2022,rap
Lil Baby,track,Heyy,Heyy,2022,rap
Cochise,track,COOK UP,COOK UP,2022,rap
mgk,track,5150,mainstream sellout,2022,rap
YoungBoy Never Broke Again,track,Bring The Hook,Colors,2022,rap
Juice WRLD,track,My Life In A Nutshell,Fighting Demons (Deluxe),2022,rap
Baby Keem,track,bank account (with Lil Uzi Vert),The Melodic Blue (Deluxe),2022,rap
Alex Zurdo,track,Pentagrama,DTOX,2022,rap
Yeat,track,Up off X,Lyfë,2022,rap
Drake,track,3AM on Glenwood,Her Loss,2022,rap
